1, 9999, 2.6941, 0.7443, 0.573463, 0.216193
2, 19998, 2.8413, 0.6724, 0.665595, 0.259708
3, 29997, 3.2911, 1.3072, 0.733682, 0.282642
4, 39996, 3.5826, 1.1684, 0.791892, 0.376913
5, 49995, 3.1549, 1.8697, 0.757197, 0.316103
6, 59994, 3.8201, 2.0108, 0.716686, 0.297008
7, 69993, 4.2268, 2.2002, 0.733864, 0.309424
8, 79992, 4.234, 2.5759, 0.703881, 0.277157
9, 89991, 4.2982, 2.4889, 0.780482, 0.325655
10, 99990, 6.9181, 4.3501, 0.73461, 0.365556
11, 109989, 4.5188, 3.5857, 0.863672, 0.267791
12, 119988, 4.3632, 2.4958, 0.728027, 0.272278
13, 129987, 4.0028, 2.4123, 0.801457, 0.314956
14, 139986, 4.6278, 2.2754, 1.13067, 0.34955
15, 149985, 4.3873, 2.9516, 0.900266, 0.321589
16, 159984, 5.7497, 3.6219, 0.969275, 0.40033
17, 169983, 4.5277, 2.4757, 0.909033, 0.332901
18, 179982, 7.5755, 2.8723, 0.988748, 0.378346
19, 189981, 3.9111, 1.7503, 0.872824, 0.329542
20, 199980, 4.5877, 2.3515, 0.900664, 0.342535
21, 209979, 4.9313, 3.2121, 0.833389, 0.307732
22, 219978, 6.7426, 3.9125, 0.894859, 0.716127
23, 229977, 4.7999, 2.7333, 1.07343, 0.325872
24, 239976, 10.3612, 4.4334, 1.10168, 0.329783
25, 249975, 4.1207, 2.5788, 0.820978, 0.286331
26, 259974, 4.8069, 2.627, 0.872381, 0.329984
27, 269973, 4.1707, 3.142, 0.83228, 0.346929
28, 279972, 5.5335, 2.0539, 0.840014, 0.290172
29, 289971, 7.1283, 6.9794, 0.896903, 0.272564
30, 299970, 4.4031, 2.2591, 0.93474, 0.356771
31, 309969, 4.5486, 2.8932, 0.793614, 0.270903
32, 319968, 4.859, 3.3603, 0.902869, 0.272152
33, 329967, 4.4865, 3.2813, 0.825527, 0.292758
34, 339966, 8.365, 3.4354, 0.80266, 0.327969
35, 349965, 4.0095, 2.7302, 0.817421, 0.282729
36, 359964, 4.7169, 3.245, 0.867007, 0.336043
37, 369963, 4.7289, 2.7942, 0.819766, 0.298861
38, 379962, 4.4293, 3.0488, 0.826634, 0.27931
39, 389961, 5.2367, 3.4144, 1.03612, 0.38197
40, 399960, 4.1527, 2.9767, 0.776749, 0.249304
41, 409959, 3.804, 2.5959, 0.741501, 0.24784
42, 419958, 4.7059, 3.5507, 0.778313, 0.284104
43, 429957, 5.398, 3.6288, 0.776426, 0.299219
44, 439956, 4.7057, 3.2992, 0.817827, 0.298085
45, 449955, 4.4803, 3.2001, 0.829175, 0.282626
46, 459954, 6.2679, 3.9102, 0.808974, 0.292529
47, 469953, 4.9172, 3.2592, 0.810104, 0.286977
48, 479952, 4.1135, 2.694, 0.80183, 0.274753
49, 489951, 5.3228, 3.2863, 0.817689, 0.315723
50, 499950, 4.8612, 3.6828, 0.814837, 0.344369
51, 509949, 4.2751, 2.4678, 0.933488, 0.362029
52, 519948, 4.6939, 2.8161, 0.987892, 0.390882
53, 529947, 5.6494, 3.6371, 1.01092, 0.376544
54, 539946, 4.7269, 3.2823, 0.987983, 0.446223
55, 549945, 4.7823, 3.5204, 0.763187, 0.28031
56, 559944, 4.8151, 3.6046, 0.937283, 0.328623
57, 569943, 4.6257, 3.0236, 0.897343, 0.337337
58, 579942, 6.1435, 3.4606, 0.952998, 0.376808
59, 589941, 5.4603, 3.3865, 0.943736, 0.532066
60, 599940, 5.0477, 2.9244, 1.06953, 0.516703
61, 609939, 6.5965, 3.1779, 1.17614, 0.625941
62, 619938, 4.836, 2.7825, 1.14649, 0.603564
63, 629937, 5.4002, 3.1219, 1.04032, 0.588684
64, 639936, 5.5034, 3.719, 0.951803, 0.454061
65, 649935, 4.8402, 3.4165, 0.817284, 0.314656
66, 659934, 4.8992, 3.4386, 0.940467, 0.352841
67, 669933, 5.0283, 2.8594, 1.10775, 0.402576
68, 679932, 5.267, 3.5656, 0.995978, 0.420759
69, 689931, 5.2278, 3.1169, 1.04764, 0.488242
70, 699930, 4.9794, 3.2402, 1.04825, 0.529065
71, 709929, 5.6097, 3.6486, 0.974049, 0.456897
72, 719928, 5.325, 3.7289, 0.870749, 0.330085
73, 729927, 5.1386, 3.5098, 1.02602, 0.455534
74, 739926, 5.8572, 3.8394, 1.27871, 0.377308
75, 749925, 7.1393, 3.8622, 1.49845, 0.375724
76, 759924, 5.3661, 3.3493, 1.05032, 0.377758
77, 769923, 5.262, 3.5646, 1.08859, 0.393498
78, 779922, 5.425, 3.4938, 1.03856, 0.401861
79, 789921, 5.6307, 3.0486, 1.34689, 0.577
80, 799920, 5.3861, 3.0326, 1.39465, 0.653519
81, 809919, 5.382, 3.5998, 0.957985, 0.360281
82, 819918, 5.0763, 3.7381, 1.1851, 0.453679
83, 829917, 5.5466, 3.8532, 1.09257, 0.422176
84, 839916, 12.0377, 3.3172, 1.14017, 0.449469
85, 849915, 5.5736, 3.1988, 1.44905, 0.51785
86, 859914, 14.6135, 3.6689, 1.31878, 0.699422
87, 869913, 8.2597, 3.7289, 1.4448, 0.638074
88, 879912, 6.0324, 3.4134, 1.80869, 0.650467
89, 889911, 5.7658, 3.4214, 1.2061, 0.615973
90, 899910, 5.785, 3.757, 1.4869, 0.700422
91, 909909, 5.0033, 2.6078, 1.3476, 0.676951
92, 919908, 5.5907, 3.3532, 1.38715, 0.684079
93, 929907, 5.5762, 2.6732, 1.39887, 0.76133
94, 939906, 5.9502, 3.2344, 1.35775, 0.816301
95, 949905, 5.9522, 3.2741, 1.28704, 0.608107
96, 959904, 5.2368, 3.4365, 0.84618, 0.28817
97, 969903, 5.8309, 3.6661, 0.895841, 0.346591
98, 979902, 5.4823, 3.678, 0.991954, 0.427946
99, 989901, 5.2089, 2.8491, 1.36755, 0.663282
100, 999900, 5.332, 2.9915, 1.33951, 0.747724
