1,0.001533,1,0
2,0.000711,2,0
3,0.000471,3,0
4,0.000411,4,0
5,0.000441,5,0
6,0.0004,6,0
7,0.000391,7,0
8,0.00039,8,0
9,0.000391,9,0
10,0.00034,1,0
11,0.000371,2,0
12,0.000351,3,0
13,0.000351,4,0
14,0.000391,5,0
15,0.000371,6,0
16,0.0004,7,0
17,0.000381,8,0
18,0.00043,9,0
19,0.000431,10,0
20,0.000351,2,0
21,0.000381,3,0
22,0.000381,4,0
23,0.000401,5,0
24,0.0004,6,0
25,0.000331,1,0
26,0.00037,2,0
27,0.000391,3,0
28,0.0004,4,0
29,0.000411,5,0
30,0.00042,6,0
31,0.000401,7,0
32,0.000441,8,0
33,0.000391,9,0
34,0.000391,10,0
35,0.000351,2,0
36,0.00039,3,0
37,0.000391,4,0
38,0.000401,5,0
39,0.000391,6,0
40,0.000411,7,0
41,0.000401,8,0
42,0.000421,9,0
43,0.000401,10,0
44,0.000451,11,0
45,0.00036,3,0
46,0.000391,4,0
47,0.00039,5,0
48,0.000441,6,0
49,0.00043,7,0
50,0.000341,2,0
51,0.00038,3,0
52,0.000411,4,0
53,0.00036,5,0
54,0.000411,6,0
55,0.000401,7,0
56,0.000461,8,0
57,0.000421,9,0
58,0.000451,10,0
59,0.000431,11,0
60,0.00038,3,0
61,0.000391,4,0
62,0.000391,5,0
63,0.000441,6,0
64,0.000431,7,0
65,0.000421,8,0
66,0.00042,9,0
67,0.000431,10,0
68,0.000451,11,0
69,0.000431,12,0
70,0.000381,4,0
71,0.000391,5,0
72,0.000541,6,0
73,0.000471,7,0
74,0.000421,8,0
75,0.00034,3,0
76,0.000441,4,0
77,0.000411,5,0
78,0.000401,6,0
79,0.00042,7,0
80,0.000401,8,0
81,0.00043,9,0
82,0.000411,10,0
83,0.000431,11,0
84,0.000421,12,0
85,0.000421,4,0
86,0.000421,5,0
87,0.000411,6,0
88,0.0004,7,0
89,0.000411,8,0
90,0.00044,9,0
91,0.000451,10,0
92,0.000461,11,0
93,0.000451,12,0
94,0.000451,13,0
95,0.00039,5,0
96,0.000401,6,0
97,0.00038,7,0
98,0.000441,8,0
99,0.000431,9,0
100,0.000381,4,0
101,0.000401,5,0
102,0.000431,6,0
103,0.000431,7,0
104,0.000401,8,0
105,0.000441,9,0
106,0.000411,10,0
107,0.000451,11,0
108,0.000421,12,0
109,0.000441,13,0
110,0.000391,5,0
111,0.000421,6,0
112,0.000431,7,0
113,0.000441,8,0
114,0.000391,9,0
115,0.000411,10,0
116,0.000441,11,0
117,0.000461,12,0
118,0.000451,13,0
119,0.000471,14,0
120,0.000361,6,0
121,0.000421,7,0
122,0.000411,8,0
123,0.000461,9,0
124,0.000431,10,0
125,0.000391,5,0
126,0.000451,6,0
127,0.000421,7,0
128,0.000441,8,0
129,0.000411,9,0
130,0.000431,10,0
131,0.000441,11,0
132,0.000441,12,0
133,0.000451,13,0
134,0.000501,14,0
135,0.000411,6,0
136,0.000431,7,0
137,0.000421,8,0
138,0.000391,9,0
139,0.000421,10,0
140,0.000421,11,0
141,0.000451,12,0
142,0.000491,13,0
143,0.000491,14,0
144,0.000481,15,0
145,0.0004,7,0
146,0.000421,8,0
147,0.000401,9,0
148,0.000461,10,0
149,0.000421,11,0
150,0.000371,6,0
151,0.000411,7,0
152,0.000431,8,0
153,0.000431,9,0
154,0.000411,10,0
155,0.000441,11,0
156,0.00043,12,0
157,0.000481,13,0
158,0.000471,14,0
159,0.000491,15,0
160,0.000411,7,0
161,0.000441,8,0
162,0.000461,9,0
163,0.000441,10,0
164,0.000421,11,0
165,0.00044,12,0
166,0.000481,13,0
167,0.000501,14,0
168,0.000511,15,0
169,0.000461,16,0
170,0.000441,8,0
171,0.000461,9,0
172,0.000541,10,0
173,0.000621,11,0
174,0.000461,12,0
175,0.000391,7,0
176,0.000451,8,0
177,0.000441,9,0
178,0.000431,10,0
179,0.000431,11,0
180,0.00044,12,0
181,0.000471,13,0
182,0.00047,14,0
183,0.000471,15,0
184,0.000471,16,0
185,0.000411,8,0
186,0.000471,9,0
187,0.000441,10,0
188,0.000461,11,0
189,0.000451,12,0
190,0.00044,13,0
191,0.000451,14,0
192,0.00045,15,0
193,0.000471,16,0
194,0.000511,17,0
195,0.000411,9,0
196,0.00045,10,0
197,0.000441,11,0
198,0.000461,12,0
199,0.000481,13,0
200,0.000391,8,0
-1, 1.04083,0 , 0
